machine_id,laundromat_id,laundromat_name,machine_type,machine_size,current_status,status_last_changed,notes
MANH_0460_W03,MANH_0460,Green Earth Organic Bubble,Washer,Small,In Use,2025-05-25 19:36:14,
MANH_0460_W04,MANH_0460,Green Earth Organic Bubble,Washer,Large,Available,2025-05-25 15:06:14,
MANH_0460_W05,MANH_0460,Green Earth Organic Bubble,Washer,Medium,Available,2025-05-25 19:36:14,
MANH_0460_W06,MANH_0460,Green Earth Organic Bubble,Washer,Medium,Available,2025-05-25 18:36:14,
MANH_0460_W07,MANH_0460,Green Earth Organic Bubble,Washer,XLarge,Available,2025-05-25 19:06:13,
MANH_0460_W08,MANH_0460,Green Earth Organic Bubble,Washer,Small,Available,2025-05-25 20:06:13,
MANH_0460_W09,MANH_0460,Green Earth Organic Bubble,Washer,Large,Available,2025-05-25 19:21:13,
MANH_0460_W10,MANH_0460,Green Earth Organic Bubble,Washer,Large,Available,2025-05-25 19:36:14,
MANH_0460_D01,MANH_0460,Green Earth Organic Bubble,Dryer,Small,Available,2025-05-25 9:51:15,
MANH_0460_D02,MANH_0460,Green Earth Organic Bubble,Dryer,Large,Available,2025-05-25 19:51:13,
MANH_0460_D03,MANH_0460,Green Earth Organic Bubble,Dryer,Medium,In Use,2025-05-25 19:36:14,
MANH_0460_D04,MANH_0460,Green Earth Organic Bubble,Dryer,Small,In Use,2025-05-25 19:21:13,
MANH_0460_D05,MANH_0460,Green Earth Organic Bubble,Dryer,Large,Available,2025-05-25 18:36:14,
MANH_0460_D06,MANH_0460,Green Earth Organic Bubble,Dryer,XLarge,In Use,2025-05-25 19:21:13,
MANH_0460_D07,MANH_0460,Green Earth Organic Bubble,Dryer,Medium,Available,2025-05-25 19:36:14,
MANH_0460_D08,MANH_0460,Green Earth Organic Bubble,Dryer,XLarge,Available,2025-05-25 16:51:14,
MANH_0460_D09,MANH_0460,Green Earth Organic Bubble,Dryer,Small,Available,2025-05-25 19:36:14,
MANH_0460_D10,MANH_0460,Green Earth Organic Bubble,Dryer,Small,Available,2025-05-25 19:51:13,
QUEENS_0702_W01,QUEENS_0702,Ping Ping Laundromat,Washer,Medium,Available,2025-05-25 18:51:12,
QUEENS_0702_W02,QUEENS_0702,Ping Ping Laundromat,Washer,Medium,In Use,2025-05-25 19:51:13,
QUEENS_0702_W03,QUEENS_0702,Ping Ping Laundromat,Washer,Large,Available,2025-05-25 20:06:13,
QUEENS_0702_W04,QUEENS_0702,Ping Ping Laundromat,Washer,Small,Available,2025-05-25 19:36:14,
QUEENS_0702_W05,QUEENS_0702,Ping Ping Laundromat,Washer,Medium,In Use,2025-05-25 19:51:13,
QUEENS_0702_W06,QUEENS_0702,Ping Ping Laundromat,Washer,Large,In Use,2025-05-25 19:51:13,
QUEENS_0702_W07,QUEENS_0702,Ping Ping Laundromat,Washer,Medium,Out of Order,2025-05-25 14:21:13,
QUEENS_0702_W08,QUEENS_0702,Ping Ping Laundromat,Washer,Large,Available,2025-05-25 19:21:13,
QUEENS_0702_W09,QUEENS_0702,Ping Ping Laundromat,Washer,Medium,Available,2025-05-25 13:21:15,
QUEENS_0702_W10,QUEENS_0702,Ping Ping Laundromat,Washer,Large,Available,2025-05-25 19:36:14,
QUEENS_0702_D01,QUEENS_0702,Ping Ping Laundromat,Dryer,XLarge,Available,2025-05-25 16:36:14,
QUEENS_0702_D02,QUEENS_0702,Ping Ping Laundromat,Dryer,Medium,In Use,2025-05-25 19:51:13,
QUEENS_0702_D03,QUEENS_0702,Ping Ping Laundromat,Dryer,Small,In Use,2025-05-25 19:51:13,
QUEENS_0702_D04,QUEENS_0702,Ping Ping Laundromat,Dryer,Medium,In Use,2025-05-25 19:36:14,
QUEENS_0702_D05,QUEENS_0702,Ping Ping Laundromat,Dryer,Large,Available,2025-05-25 16:36:14,
QUEENS_0702_D06,QUEENS_0702,Ping Ping Laundromat,Dryer,Medium,In Use,2025-05-25 20:06:13,
QUEENS_0702_D07,QUEENS_0702,Ping Ping Laundromat,Dryer,Small,Available,2025-05-25 18:36:14,
QUEENS_0702_D08,QUEENS_0702,Ping Ping Laundromat,Dryer,XLarge,In Use,2025-05-25 20:06:13,
QUEENS_0702_D09,QUEENS_0702,Ping Ping Laundromat,Dryer,Small,In Use,2025-05-25 20:06:13,
QUEENS_0702_D10,QUEENS_0702,Ping Ping Laundromat,Dryer,Large,In Use,2025-05-25 19:21:13,
MANH_0058_W01,MANH_0058,Double Star Laundromat,Washer,Large,Available,2025-05-25 11:51:13,
MANH_0058_W02,MANH_0058,Double Star Laundromat,Washer,Large,Available,2025-05-25 19:21:13,
MANH_0058_W03,MANH_0058,Double Star Laundromat,Washer,XLarge,Available,2025-05-25 20:06:13,
MANH_0058_W04,MANH_0058,Double Star Laundromat,Washer,Large,Available,2025-05-25 18:51:12,
MANH_0058_W05,MANH_0058,Double Star Laundromat,Washer,Small,Available,2025-05-25 19:36:14,
MANH_0058_W06,MANH_0058,Double Star Laundromat,Washer,XLarge,Available,2025-05-25 18:51:12,
MANH_0058_W07,MANH_0058,Double Star Laundromat,Washer,XLarge,In Use,2025-05-25 19:51:13,
MANH_0058_W08,MANH_0058,Double Star Laundromat,Washer,Small,Available,2025-05-25 18:51:12,
MANH_0058_W09,MANH_0058,Double Star Laundromat,Washer,XLarge,Available,2025-05-25 20:06:13,
MANH_0058_W10,MANH_0058,Double Star Laundromat,Washer,Small,Out of Order,2025-05-25 10:36:13,
MANH_0058_D01,MANH_0058,Double Star Laundromat,Dryer,Large,Available,2025-05-25 16:21:13,
MANH_0058_D02,MANH_0058,Double Star Laundromat,Dryer,XLarge,Out of Order,2025-05-25 16:36:14,
MANH_0058_D03,MANH_0058,Double Star Laundromat,Dryer,XLarge,Out of Order,2025-05-25 17:51:13,
MANH_0058_D04,MANH_0058,Double Star Laundromat,Dryer,XLarge,Out of Order,2025-05-25 18:36:14,
MANH_0058_D05,MANH_0058,Double Star Laundromat,Dryer,Small,Available,2025-05-25 19:06:13,
MANH_0058_D06,MANH_0058,Double Star Laundromat,Dryer,XLarge,Out of Order,2025-05-25 17:36:13,
MANH_0058_D07,MANH_0058,Double Star Laundromat,Dryer,Small,Available,2025-05-25 19:06:13,
MANH_0058_D08,MANH_0058,Double Star Laundromat,Dryer,Medium,Available,2025-05-25 20:06:13,
MANH_0058_D09,MANH_0058,Double Star Laundromat,Dryer,Large,In Use,2025-05-25 20:06:13,
MANH_0058_D10,MANH_0058,Double Star Laundromat,Dryer,Medium,In Use,2025-05-25 20:06:13,
QUEENS_1011_W01,QUEENS_1011,Rockaway Beach Laundromat,Washer,Medium,In Use,2025-05-25 19:51:13,
QUEENS_1011_W02,QUEENS_1011,Rockaway Beach Laundromat,Washer,Medium,Available,2025-05-25 15:36:13,
QUEENS_1011_W03,QUEENS_1011,Rockaway Beach Laundromat,Washer,Small,Available,2025-05-25 19:51:13,
QUEENS_1011_W04,QUEENS_1011,Rockaway Beach Laundromat,Washer,Large,In Use,2025-05-25 19:36:14,
QUEENS_1011_W05,QUEENS_1011,Rockaway Beach Laundromat,Washer,XLarge,Available,2025-05-25 20:06:13,
QUEENS_1011_W06,QUEENS_1011,Rockaway Beach Laundromat,Washer,Large,In Use,2025-05-25 19:36:14,
QUEENS_1011_W07,QUEENS_1011,Rockaway Beach Laundromat,Washer,Medium,In Use,2025-05-25 20:06:13,
QUEENS_1011_W08,QUEENS_1011,Rockaway Beach Laundromat,Washer,XLarge,Available,2025-05-25 19:21:13,
QUEENS_1011_W09,QUEENS_1011,Rockaway Beach Laundromat,Washer,Small,In Use,2025-05-25 19:36:14,
QUEENS_1011_W10,QUEENS_1011,Rockaway Beach Laundromat,Washer,Large,Available,2025-05-25 10:06:13,
QUEENS_1011_D01,QUEENS_1011,Rockaway Beach Laundromat,Dryer,XLarge,Out of Order,2025-05-25 18:06:12,
QUEENS_1011_D02,QUEENS_1011,Rockaway Beach Laundromat,Dryer,Medium,Out of Order,2025-05-25 17:06:13,
QUEENS_1011_D03,QUEENS_1011,Rockaway Beach Laundromat,Dryer,Small,In Use,2025-05-25 19:21:13,
QUEENS_1011_D04,QUEENS_1011,Rockaway Beach Laundromat,Dryer,Medium,Available,2025-05-25 17:51:13,
QUEENS_1011_D05,QUEENS_1011,Rockaway Beach Laundromat,Dryer,XLarge,In Use,2025-05-25 19:51:13,
QUEENS_1011_D06,QUEENS_1011,Rockaway Beach Laundromat,Dryer,Medium,Available,2025-05-25 13:51:14,
QUEENS_1011_D07,QUEENS_1011,Rockaway Beach Laundromat,Dryer,Medium,Available,2025-05-25 20:06:13,
QUEENS_1011_D08,QUEENS_1011,Rockaway Beach Laundromat,Dryer,Small,In Use,2025-05-25 19:36:14,
QUEENS_1011_D09,QUEENS_1011,Rockaway Beach Laundromat,Dryer,XLarge,Available,2025-05-25 16:36:14,
QUEENS_1011_D10,QUEENS_1011,Rockaway Beach Laundromat,Dryer,Small,In Use,2025-05-25 20:06:13,
BKLYN_0119_W01,BKLYN_0119,Yong Le Tan Laundromat,Washer,XLarge,Available,2025-05-25 17:06:13,
BKLYN_0119_W02,BKLYN_0119,Yong Le Tan Laundromat,Washer,Large,Available,2025-05-25 17:51:13,
BKLYN_0119_W03,BKLYN_0119,Yong Le Tan Laundromat,Washer,XLarge,Available,2025-05-25 19:36:14,
BKLYN_0119_W04,BKLYN_0119,Yong Le Tan Laundromat,Washer,Large,Out of Order,2025-05-25 19:36:14,
BKLYN_0119_W05,BKLYN_0119,Yong Le Tan Laundromat,Washer,Small,Out of Order,2025-05-25 19:06:13,
BKLYN_0119_W06,BKLYN_0119,Yong Le Tan Laundromat,Washer,Large,Available,2025-05-25 19:36:14,
BKLYN_0119_W07,BKLYN_0119,Yong Le Tan Laundromat,Washer,Medium,Available,2025-05-25 17:51:13,
BKLYN_0119_W08,BKLYN_0119,Yong Le Tan Laundromat,Washer,Small,Available,2025-05-25 10:06:13,
BKLYN_0119_W09,BKLYN_0119,Yong Le Tan Laundromat,Washer,XLarge,Available,2025-05-25 20:06:13,
BKLYN_0119_W10,BKLYN_0119,Yong Le Tan Laundromat,Washer,Large,Available,2025-05-25 18:36:14,
BKLYN_0119_D01,BKLYN_0119,Yong Le Tan Laundromat,Dryer,Small,Available,2025-05-25 19:06:13,
BKLYN_0119_D02,BKLYN_0119,Yong Le Tan Laundromat,Dryer,XLarge,In Use,2025-05-25 19:36:14,
BKLYN_0119_D03,BKLYN_0119,Yong Le Tan Laundromat,Dryer,XLarge,Available,2025-05-25 19:36:14,
BKLYN_0119_D04,BKLYN_0119,Yong Le Tan Laundromat,Dryer,XLarge,Available,2025-05-25 17:06:13,
BKLYN_0119_D05,BKLYN_0119,Yong Le Tan Laundromat,Dryer,Medium,Available,2025-05-25 20:06:13,
BKLYN_0119_D06,BKLYN_0119,Yong Le Tan Laundromat,Dryer,Medium,Available,2025-05-25 19:36:14,
BKLYN_0119_D07,BKLYN_0119,Yong Le Tan Laundromat,Dryer,Large,Available,2025-05-25 18:21:14,
BKLYN_0119_D08,BKLYN_0119,Yong Le Tan Laundromat,Dryer,Large,In Use,2025-05-25 19:21:13,
BKLYN_0119_D09,BKLYN_0119,Yong Le Tan Laundromat,Dryer,Large,In Use,2025-05-25 19:36:14,
BKLYN_0119_D10,BKLYN_0119,Yong Le Tan Laundromat,Dryer,Medium,In Use,2025-05-25 19:21:13,
BKLYN_0670_W01,BKLYN_0670,Orea laundromat,Washer,Small,Available,2025-05-25 17:36:13,
BKLYN_0670_W02,BKLYN_0670,Orea laundromat,Washer,Medium,Available,2025-05-25 19:36:14,
BKLYN_0670_W03,BKLYN_0670,Orea laundromat,Washer,XLarge,Available,2025-05-25 16:21:13,
BKLYN_0670_W04,BKLYN_0670,Orea laundromat,Washer,Large,Available,2025-05-25 16:06:12,
BKLYN_0670_W05,BKLYN_0670,Orea laundromat,Washer,XLarge,Available,2025-05-25 19:36:14,
BKLYN_0670_W06,BKLYN_0670,Orea laundromat,Washer,Small,Available,2025-05-25 20:06:13,
BKLYN_0670_W07,BKLYN_0670,Orea laundromat,Washer,Small,Available,2025-05-25 15:06:14,
BKLYN_0670_W08,BKLYN_0670,Orea laundromat,Washer,Medium,Available,2025-05-25 18:51:12,
BKLYN_0670_W09,BKLYN_0670,Orea laundromat,Washer,XLarge,In Use,2025-05-25 20:06:13,
BKLYN_0670_W10,BKLYN_0670,Orea laundromat,Washer,XLarge,Available,2025-05-25 9:21:13,
BKLYN_0670_D01,BKLYN_0670,Orea laundromat,Dryer,Medium,Available,2025-05-25 19:06:13,
BKLYN_0670_D02,BKLYN_0670,Orea laundromat,Dryer,Medium,Available,2025-05-25 15:51:13,
BKLYN_0670_D03,BKLYN_0670,Orea laundromat,Dryer,Small,Available,2025-05-25 19:06:13,
BKLYN_0670_D04,BKLYN_0670,Orea laundromat,Dryer,Small,Available,2025-05-25 18:06:12,
BKLYN_0670_D05,BKLYN_0670,Orea laundromat,Dryer,XLarge,Available,2025-05-25 18:21:14,
BKLYN_0670_D06,BKLYN_0670,Orea laundromat,Dryer,Small,In Use,2025-05-25 20:06:13,
BKLYN_0670_D07,BKLYN_0670,Orea laundromat,Dryer,Medium,Available,2025-05-25 19:36:14,
BKLYN_0670_D08,BKLYN_0670,Orea laundromat,Dryer,Small,Available,2025-05-25 13:51:14,
BKLYN_0670_D09,BKLYN_0670,Orea laundromat,Dryer,Medium,Available,2025-05-25 18:21:14,
BKLYN_0670_D10,BKLYN_0670,Orea laundromat,Dryer,Small,Available,2025-05-25 19:06:13,
QUEENS_0146_W01,QUEENS_0146,Driggs Ave Laundromat & Dry,Washer,XLarge,Available,2025-05-25 19:51:13,
QUEENS_0146_W02,QUEENS_0146,Driggs Ave Laundromat & Dry,Washer,Small,Available,2025-05-25 9:36:13,
QUEENS_0146_W03,QUEENS_0146,Driggs Ave Laundromat & Dry,Washer,Large,In Use,2025-05-25 19:36:14,
QUEENS_0146_W04,QUEENS_0146,Driggs Ave Laundromat & Dry,Washer,Small,Available,2025-05-25 17:36:13,
QUEENS_0146_W05,QUEENS_0146,Driggs Ave Laundromat & Dry,Washer,Small,In Use,2025-05-25 19:36:14,
QUEENS_0146_W06,QUEENS_0146,Driggs Ave Laundromat & Dry,Washer,Small,Available,2025-05-25 19:51:13,
QUEENS_0146_W07,QUEENS_0146,Driggs Ave Laundromat & Dry,Washer,Large,Available,2025-05-25 15:36:13,
QUEENS_0146_W08,QUEENS_0146,Driggs Ave Laundromat & Dry,Washer,Large,Available,2025-05-25 19:21:13,
QUEENS_0146_W09,QUEENS_0146,Driggs Ave Laundromat & Dry,Washer,XLarge,Available,2025-05-25 19:36:14,
QUEENS_0146_W10,QUEENS_0146,Driggs Ave Laundromat & Dry,Washer,Large,In Use,2025-05-25 20:06:13,
QUEENS_0146_D01,QUEENS_0146,Driggs Ave Laundromat & Dry,Dryer,Medium,Available,2025-05-25 20:06:13,
QUEENS_0146_D02,QUEENS_0146,Driggs Ave Laundromat & Dry,Dryer,Small,Available,2025-05-25 19:36:14,
QUEENS_0146_D03,QUEENS_0146,Driggs Ave Laundromat & Dry,Dryer,XLarge,Available,2025-05-25 19:51:13,
QUEENS_0146_D04,QUEENS_0146,Driggs Ave Laundromat & Dry,Dryer,Medium,In Use,2025-05-25 20:06:13,
QUEENS_0146_D05,QUEENS_0146,Driggs Ave Laundromat & Dry,Dryer,XLarge,Available,2025-05-25 20:06:13,
QUEENS_0146_D06,QUEENS_0146,Driggs Ave Laundromat & Dry,Dryer,XLarge,Available,2025-05-25 19:36:14,
QUEENS_0146_D07,QUEENS_0146,Driggs Ave Laundromat & Dry,Dryer,Small,Available,2025-05-25 19:36:14,
QUEENS_0146_D08,QUEENS_0146,Driggs Ave Laundromat & Dry,Dryer,Small,Available,2025-05-25 16:21:13,
QUEENS_0146_D09,QUEENS_0146,Driggs Ave Laundromat & Dry,Dryer,Large,Available,2025-05-25 19:06:13,
QUEENS_0146_D10,QUEENS_0146,Driggs Ave Laundromat & Dry,Dryer,Medium,Available,2025-05-25 15:21:13,
QUEENS_0292_W01,QUEENS_0292,99th Street Laundromat,Washer,Small,Available,2025-05-25 19:21:13,
QUEENS_0292_W02,QUEENS_0292,99th Street Laundromat,Washer,Medium,In Use,2025-05-25 19:36:14,
QUEENS_0292_W03,QUEENS_0292,99th Street Laundromat,Washer,XLarge,Available,2025-05-25 19:36:14,
QUEENS_0292_W04,QUEENS_0292,99th Street Laundromat,Washer,XLarge,Available,2025-05-25 19:21:13,
QUEENS_0292_W05,QUEENS_0292,99th Street Laundromat,Washer,Small,Available,2025-05-25 19:36:14,
QUEENS_0292_W06,QUEENS_0292,99th Street Laundromat,Washer,Medium,In Use,2025-05-25 20:06:13,
QUEENS_0292_W07,QUEENS_0292,99th Street Laundromat,Washer,Medium,Available,2025-05-25 18:36:14,
QUEENS_0292_W08,QUEENS_0292,99th Street Laundromat,Washer,Small,Available,2025-05-25 12:21:13,
QUEENS_0292_W09,QUEENS_0292,99th Street Laundromat,Washer,XLarge,Available,2025-05-25 19:21:13,
QUEENS_0292_W10,QUEENS_0292,99th Street Laundromat,Washer,XLarge,In Use,2025-05-25 20:06:13,
QUEENS_0292_D01,QUEENS_0292,99th Street Laundromat,Dryer,XLarge,Available,2025-05-25 15:06:14,
QUEENS_0292_D02,QUEENS_0292,99th Street Laundromat,Dryer,XLarge,Available,2025-05-25 19:51:13,
QUEENS_0292_D03,QUEENS_0292,99th Street Laundromat,Dryer,XLarge,In Use,2025-05-25 20:06:13,
QUEENS_0292_D04,QUEENS_0292,99th Street Laundromat,Dryer,Large,Available,2025-05-25 18:21:14,
QUEENS_0292_D05,QUEENS_0292,99th Street Laundromat,Dryer,Small,In Use,2025-05-25 19:21:13,
QUEENS_0292_D06,QUEENS_0292,99th Street Laundromat,Dryer,Small,In Use,2025-05-25 19:21:13,
QUEENS_0292_D07,QUEENS_0292,99th Street Laundromat,Dryer,Medium,Available,2025-05-25 19:36:14,
QUEENS_0292_D08,QUEENS_0292,99th Street Laundromat,Dryer,Large,In Use,2025-05-25 19:51:13,
QUEENS_0292_D09,QUEENS_0292,99th Street Laundromat,Dryer,Large,In Use,2025-05-25 19:51:13,
QUEENS_0292_D10,QUEENS_0292,99th Street Laundromat,Dryer,Large,In Use,2025-05-25 19:51:13,
BKLYN_0056_W01,BKLYN_0056,Laundry,Washer,Small,In Use,2025-05-25 20:06:13,
BKLYN_0056_W02,BKLYN_0056,Laundry,Washer,Large,Available,2025-05-25 11:21:14,
BKLYN_0056_W03,BKLYN_0056,Laundry,Washer,XLarge,Out of Order,2025-05-25 19:36:14,
BKLYN_0056_W04,BKLYN_0056,Laundry,Washer,Large,In Use,2025-05-25 19:51:13,
BKLYN_0056_W05,BKLYN_0056,Laundry,Washer,Medium,Available,2025-05-25 15:36:13,
BKLYN_0056_W06,BKLYN_0056,Laundry,Washer,Small,Available,2025-05-25 19:51:13,
BKLYN_0056_W07,BKLYN_0056,Laundry,Washer,XLarge,In Use,2025-05-25 20:06:13,
BKLYN_0056_W08,BKLYN_0056,Laundry,Washer,Large,Available,2025-05-25 19:51:13,
BKLYN_0056_W09,BKLYN_0056,Laundry,Washer,Medium,Available,2025-05-25 10:51:15,
BKLYN_0056_W10,BKLYN_0056,Laundry,Washer,Medium,Available,2025-05-25 18:36:14,
BKLYN_0056_D01,BKLYN_0056,Laundry,Dryer,XLarge,Available,2025-05-25 15:21:13,
BKLYN_0056_D02,BKLYN_0056,Laundry,Dryer,Medium,Available,2025-05-25 19:36:14,
BKLYN_0056_D03,BKLYN_0056,Laundry,Dryer,Small,In Use,2025-05-25 19:21:13,
BKLYN_0056_D04,BKLYN_0056,Laundry,Dryer,XLarge,Available,2025-05-25 19:36:14,
BKLYN_0056_D05,BKLYN_0056,Laundry,Dryer,XLarge,Available,2025-05-25 18:21:14,
BKLYN_0056_D06,BKLYN_0056,Laundry,Dryer,Small,Available,2025-05-25 17:06:13,
BKLYN_0056_D07,BKLYN_0056,Laundry,Dryer,XLarge,Available,2025-05-25 9:51:15,
BKLYN_0056_D08,BKLYN_0056,Laundry,Dryer,Small,Available,2025-05-25 19:06:13,
BKLYN_0056_D09,BKLYN_0056,Laundry,Dryer,Small,Available,2025-05-25 18:21:14,
BKLYN_0056_D10,BKLYN_0056,Laundry,Dryer,Large,Available,2025-05-25 18:21:14,
MANH_0136_W01,MANH_0136,Miss Bubble Laundromat,Washer,XLarge,In Use,2025-05-25 19:51:13,
MANH_0136_W02,MANH_0136,Miss Bubble Laundromat,Washer,XLarge,Available,2025-05-25 17:06:13,
MANH_0136_W03,MANH_0136,Miss Bubble Laundromat,Washer,Large,Available,2025-05-25 19:51:13,
MANH_0136_W04,MANH_0136,Miss Bubble Laundromat,Washer,Medium,Available,2025-05-25 19:36:14,
MANH_0136_W05,MANH_0136,Miss Bubble Laundromat,Washer,Large,Available,2025-05-25 16:21:13,
MANH_0136_W06,MANH_0136,Miss Bubble Laundromat,Washer,XLarge,Available,2025-05-25 19:51:13,
MANH_0136_W07,MANH_0136,Miss Bubble Laundromat,Washer,Large,Available,2025-05-25 18:21:14,
MANH_0136_W08,MANH_0136,Miss Bubble Laundromat,Washer,XLarge,Available,2025-05-25 10:51:15,
MANH_0136_W09,MANH_0136,Miss Bubble Laundromat,Washer,Large,In Use,2025-05-25 20:06:13,
MANH_0136_W10,MANH_0136,Miss Bubble Laundromat,Washer,Medium,Available,2025-05-25 19:36:14,
MANH_0136_D01,MANH_0136,Miss Bubble Laundromat,Dryer,Medium,In Use,2025-05-25 19:21:13,
MANH_0136_D02,MANH_0136,Miss Bubble Laundromat,Dryer,Medium,Out of Order,2025-05-25 16:36:14,
MANH_0136_D03,MANH_0136,Miss Bubble Laundromat,Dryer,Medium,Available,2025-05-25 15:21:13,
MANH_0136_D04,MANH_0136,Miss Bubble Laundromat,Dryer,Small,In Use,2025-05-25 19:36:14,
MANH_0136_D05,MANH_0136,Miss Bubble Laundromat,Dryer,Small,Available,2025-05-25 15:21:13,
MANH_0136_D06,MANH_0136,Miss Bubble Laundromat,Dryer,Medium,Available,2025-05-25 18:36:14,
MANH_0136_D07,MANH_0136,Miss Bubble Laundromat,Dryer,Large,Available,2025-05-25 16:21:13,
MANH_0136_D08,MANH_0136,Miss Bubble Laundromat,Dryer,XLarge,Available,2025-05-25 18:21:14,
MANH_0136_D09,MANH_0136,Miss Bubble Laundromat,Dryer,XLarge,Available,2025-05-25 17:06:13,
MANH_0136_D10,MANH_0136,Miss Bubble Laundromat,Dryer,Medium,In Use,2025-05-25 19:51:13,
BKLYN_0414_W01,BKLYN_0414,Xin Xin Laundry & Cleaners,Washer,XLarge,Available,2025-05-25 18:21:14,
BKLYN_0414_W02,BKLYN_0414,Xin Xin Laundry & Cleaners,Washer,Small,Available,2025-05-25 19:36:14,
BKLYN_0414_W03,BKLYN_0414,Xin Xin Laundry & Cleaners,Washer,Medium,Available,2025-05-25 19:36:14,
BKLYN_0414_W04,BKLYN_0414,Xin Xin Laundry & Cleaners,Washer,Large,Available,2025-05-25 19:36:14,
BKLYN_0414_W05,BKLYN_0414,Xin Xin Laundry & Cleaners,Washer,Medium,Available,2025-05-25 19:21:13,
BKLYN_0414_W06,BKLYN_0414,Xin Xin Laundry & Cleaners,Washer,XLarge,Available,2025-05-25 19:36:14,
BKLYN_0414_W07,BKLYN_0414,Xin Xin Laundry & Cleaners,Washer,Small,Available,2025-05-25 19:51:13,
BKLYN_0414_W08,BKLYN_0414,Xin Xin Laundry & Cleaners,Washer,Large,Available,2025-05-25 19:51:13,
BKLYN_0414_W09,BKLYN_0414,Xin Xin Laundry & Cleaners,Washer,Medium,Available,2025-05-25 18:36:14,
BKLYN_0414_W10,BKLYN_0414,Xin Xin Laundry & Cleaners,Washer,XLarge,Available,2025-05-25 18:51:12,
BKLYN_0414_D01,BKLYN_0414,Xin Xin Laundry & Cleaners,Dryer,Medium,Available,2025-05-25 14:36:13,
BKLYN_0414_D02,BKLYN_0414,Xin Xin Laundry & Cleaners,Dryer,Medium,Out of Order,2025-05-25 15:06:14,
BKLYN_0414_D03,BKLYN_0414,Xin Xin Laundry & Cleaners,Dryer,Small,Available,2025-05-25 16:21:13,
BKLYN_0414_D04,BKLYN_0414,Xin Xin Laundry & Cleaners,Dryer,XLarge,In Use,2025-05-25 19:36:14,
BKLYN_0414_D05,BKLYN_0414,Xin Xin Laundry & Cleaners,Dryer,Large,Available,2025-05-25 19:36:14,
BKLYN_0414_D06,BKLYN_0414,Xin Xin Laundry & Cleaners,Dryer,Small,In Use,2025-05-25 20:06:13,
BKLYN_0414_D07,BKLYN_0414,Xin Xin Laundry & Cleaners,Dryer,Medium,Available,2025-05-25 18:21:14,
BKLYN_0414_D08,BKLYN_0414,Xin Xin Laundry & Cleaners,Dryer,Large,Available,2025-05-25 19:51:13,
BKLYN_0414_D09,BKLYN_0414,Xin Xin Laundry & Cleaners,Dryer,Medium,Available,2025-05-25 18:21:14,
BKLYN_0414_D10,BKLYN_0414,Xin Xin Laundry & Cleaners,Dryer,Small,Available,2025-05-25 19:06:13,
MANH_0771_W01,MANH_0771,West Broadway Cleaners,Washer,Medium,Available,2025-05-25 13:21:15,
MANH_0771_W02,MANH_0771,West Broadway Cleaners,Washer,Large,Available,2025-05-25 18:21:14,
MANH_0771_W03,MANH_0771,West Broadway Cleaners,Washer,XLarge,Available,2025-05-25 20:06:13,
MANH_0771_W04,MANH_0771,West Broadway Cleaners,Washer,Large,Available,2025-05-25 13:51:14,
MANH_0771_W05,MANH_0771,West Broadway Cleaners,Washer,Large,In Use,2025-05-25 19:36:14,
MANH_0771_W06,MANH_0771,West Broadway Cleaners,Washer,Medium,Available,2025-05-25 17:51:13,
MANH_0771_W07,MANH_0771,West Broadway Cleaners,Washer,Small,Available,2025-05-25 19:51:13,
MANH_0771_W08,MANH_0771,West Broadway Cleaners,Washer,XLarge,Out of Order,2025-05-25 15:51:13,
MANH_0771_W09,MANH_0771,West Broadway Cleaners,Washer,Medium,In Use,2025-05-25 19:51:13,
MANH_0771_W10,MANH_0771,West Broadway Cleaners,Washer,Medium,In Use,2025-05-25 19:51:13,
MANH_0771_D01,MANH_0771,West Broadway Cleaners,Dryer,Small,Available,2025-05-25 19:36:14,
MANH_0771_D02,MANH_0771,West Broadway Cleaners,Dryer,XLarge,In Use,2025-05-25 20:06:13,
MANH_0771_D03,MANH_0771,West Broadway Cleaners,Dryer,Small,Available,2025-05-25 20:06:13,
MANH_0771_D04,MANH_0771,West Broadway Cleaners,Dryer,Large,Available,2025-05-25 9:51:15,
MANH_0771_D05,MANH_0771,West Broadway Cleaners,Dryer,Small,In Use,2025-05-25 19:51:13,
MANH_0771_D06,MANH_0771,West Broadway Cleaners,Dryer,Large,Available,2025-05-25 18:21:14,
MANH_0771_D07,MANH_0771,West Broadway Cleaners,Dryer,Large,Available,2025-05-25 19:06:13,
MANH_0771_D08,MANH_0771,West Broadway Cleaners,Dryer,Large,Available,2025-05-25 16:21:13,
MANH_0771_D09,MANH_0771,West Broadway Cleaners,Dryer,XLarge,Available,2025-05-25 19:36:14,
MANH_0771_D10,MANH_0771,West Broadway Cleaners,Dryer,Large,Out of Order,2025-05-25 14:51:13,
BKLYN_0554_W01,BKLYN_0554,Spring Creek Towers,Washer,Small,Out of Order,2025-05-25 20:06:13,
BKLYN_0554_W02,BKLYN_0554,Spring Creek Towers,Washer,XLarge,In Use,2025-05-25 20:06:13,
BKLYN_0554_W03,BKLYN_0554,Spring Creek Towers,Washer,Medium,Available,2025-05-25 17:51:13,
BKLYN_0554_W04,BKLYN_0554,Spring Creek Towers,Washer,Medium,In Use,2025-05-25 19:51:13,
BKLYN_0554_W05,BKLYN_0554,Spring Creek Towers,Washer,Large,Available,2025-05-25 17:51:13,
